passID,timestamp,stationRef,vehicleRef,charge,t,v,hn,p,status
XGQ4722355,7/10/2020 09:41,OO09,VJ92OYV94295,2.5,OO09,VJ92OYV94295,OO,home,unpaid
KJV8856743,7/10/2020 11:09,GF00,IO09FGE68100,2.8,GF00,IO09FGE68100,GF,home,unpaid
ORW6460865,7/10/2020 11:36,KO05,JO50FSF60755,2.2,KO05,JO50FSF60755,KO,home,unpaid
BIW6257899,7/10/2020 13:10,AO18,AY38OQF67603,2.8,AO18,AY38OQF67603,OO,away,unpaid
FID4268374,7/10/2020 13:11,MR08,HE38BQH01623,2.8,MR08,HE38BQH01623,MR,home,unpaid
FYF3924460,7/10/2020 13:23,AO07,SU00RDZ36214,2.8,AO07,SU00RDZ36214,AO,home,unpaid
ZHY4477257,7/10/2020 14:29,EG05,EC02LZC49528,2.8,EG05,EC02LZC49528,EG,home,unpaid
LBJ0599669,7/10/2020 15:54,NE03,FY47TUN40300,1,NE03,FY47TUN40300,NE,home,unpaid
GQH2842911,7/10/2020 15:57,NE06,VX68BAR38623,1.5,NE06,VX68BAR38623,NE,home,unpaid
MCQ9319868,7/10/2020 16:03,EG08,IW53OQE31439,2.2,EG08,IW53OQE31439,EG,home,unpaid
LZU9578079,7/10/2020 17:06,EG02,TV81MAQ99005,2.8,EG02,TV81MAQ99005,EG,home,unpaid
VNU5346818,7/10/2020 17:25,KO08,HW75BKT77773,2.2,KO08,HW75BKT77773,KO,home,unpaid
ZUH6549961,7/10/2020 17:30,NE13,UP28MBM38391,1,NE13,UP28MBM38391,NE,home,unpaid
PXJ5686919,7/10/2020 17:35,NE02,QP02SYE47964,2.8,NE02,QP02SYE47964,NE,home,unpaid
KSJ3478268,7/10/2020 18:57,AO11,RR73DWB65452,2.8,AO11,RR73DWB65452,AO,home,unpaid
PZB4806491,7/10/2020 19:29,GF00,UF84JOS00561,2.8,GF00,UF84JOS00561,GF,home,unpaid
MWB5855222,7/10/2020 19:45,KO04,QW79CHL42244,1.25,KO04,QW79CHL42244,KO,home,unpaid
ZXN4937722,7/10/2020 21:50,AO06,QP02SYE47964,2.8,AO06,QP02SYE47964,NE,away,unpaid
CJA5061212,7/10/2020 22:07,MR06,OY94SZK34436,3.1,MR06,OY94SZK34436,NE,away,unpaid
HQG2777458,8/10/2020 00:08,GF00,UF84JOS00561,2.8,GF00,UF84JOS00561,GF,home,unpaid
DWR0119496,8/10/2020 00:45,EG08,DW44ZOO26361,2.5,EG08,DW44ZOO26361,EG,home,unpaid
TZJ9334962,8/10/2020 00:48,EG12,XE59BZM26378,2.5,EG12,XE59BZM26378,EG,home,unpaid
DLR9519289,8/10/2020 00:55,GF00,PF04UCA93312,3.1,GF00,PF04UCA93312,GF,home,unpaid
YUH8173817,8/10/2020 00:56,NE03,XV91YMP27722,3.1,NE03,XV91YMP27722,MR,away,unpaid
REB4904449,8/10/2020 01:44,NE12,HA82SCK64299,2.8,NE12,HA82SCK64299,MR,away,unpaid
PSB0011258,8/10/2020 01:53,NE11,PD45WOT56494,2,NE11,PD45WOT56494,NE,home,unpaid
OCX0967350,8/10/2020 02:32,EG09,DW44ZOO26361,2.5,EG09,DW44ZOO26361,EG,home,unpaid
ZLJ0820391,8/10/2020 02:36,AO14,HT62RDI04611,2.8,AO14,HT62RDI04611,AO,home,unpaid
XBH7684742,8/10/2020 03:33,OO03,ZY93PCY41868,2.5,OO03,ZY93PCY41868,KO,away,unpaid
VTW9450813,8/10/2020 04:42,OO08,QR03XCJ37459,2.8,OO08,QR03XCJ37459,OO,home,unpaid
CNF5386790,8/10/2020 06:39,NE00,EG95RTB75032,2.8,NE00,EG95RTB75032,NE,home,unpaid
CIP1490530,8/10/2020 07:52,GF00,XF28DGK65250,2,GF00,XF28DGK65250,GF,home,unpaid
KVO8569234,8/10/2020 08:37,EG08,NY14GZR94632,2.5,EG08,NY14GZR94632,NE,away,unpaid
XPA5970291,8/10/2020 09:14,GF00,BY85QGR11636,2.5,GF00,BY85QGR11636,GF,home,unpaid
CPB5154492,8/10/2020 09:46,KO03,YH66OKD41942,2.8,KO03,YH66OKD41942,KO,home,unpaid
DBM8642320,8/10/2020 10:42,NE09,OY94SZK34436,2.5,NE09,OY94SZK34436,NE,home,unpaid
ZAT4788044,8/10/2020 11:07,GF00,WU78BMX13511,1,GF00,WU78BMX13511,GF,home,unpaid
GKA5181063,8/10/2020 12:16,NE16,NZ35XLQ89678,1.5,NE16,NZ35XLQ89678,NE,home,unpaid
CKO8686350,8/10/2020 12:20,AO04,PE73VJU23485,2.8,AO04,PE73VJU23485,AO,home,unpaid
IVS0970387,8/10/2020 12:52,OO08,EM54HQI58682,2.8,OO08,EM54HQI58682,OO,home,unpaid
PBJ7313620,8/10/2020 13:00,AO17,QU94IGC75528,2.8,AO17,QU94IGC75528,EG,away,unpaid
CFU9029567,8/10/2020 14:30,OO11,OC94ASJ72024,1,OO11,OC94ASJ72024,AO,away,unpaid
WGW0171752,8/10/2020 14:56,GF00,MA30QLI76818,2.5,GF00,MA30QLI76818,GF,home,unpaid
ZOD7535673,8/10/2020 15:56,EG02,XE59BZM26378,2.5,EG02,XE59BZM26378,EG,home,unpaid
FYQ7909098,8/10/2020 16:46,EG04,XE59BZM26378,2.5,EG04,XE59BZM26378,EG,home,unpaid
SDH9751725,8/10/2020 17:37,EG11,SL09NOT64494,1,EG11,SL09NOT64494,GF,away,unpaid
SSO5296143,8/10/2020 17:43,AO10,MX39VOS38645,2.8,AO10,MX39VOS38645,AO,home,unpaid
CTM0706760,8/10/2020 18:00,OO03,AY38OQF67603,2.8,OO03,AY38OQF67603,OO,home,unpaid
YJA8450538,8/10/2020 19:00,GF00,MA30QLI76818,2.5,GF00,MA30QLI76818,GF,home,unpaid
BJE7476295,8/10/2020 19:20,KO00,IX01MVL33676,2.5,KO00,IX01MVL33676,KO,home,unpaid
YGR7971016,8/10/2020 21:09,KO04,UO75YNW62238,2.8,KO04,UO75YNW62238,KO,home,unpaid
ETF9905636,8/10/2020 21:26,GF00,SL09NOT64494,2.5,GF00,SL09NOT64494,GF,home,unpaid
OAP5388236,8/10/2020 22:03,OO01,QR03XCJ37459,2.8,OO01,QR03XCJ37459,OO,home,unpaid
FJT4222645,8/10/2020 22:14,AO00,DP11ENT03275,3.1,AO00,DP11ENT03275,AO,home,unpaid
LMP1531319,8/10/2020 22:41,GF00,JE65QJK64802,2.8,GF00,JE65QJK64802,GF,home,unpaid
YAV2312289,9/10/2020 00:39,KO04,YX66XYW62640,1.5,KO04,YX66XYW62640,GF,away,unpaid
NWF3933873,9/10/2020 01:02,MR03,QO68DIC93032,2.5,MR03,QO68DIC93032,MR,home,unpaid
BBW9090049,9/10/2020 02:36,AO15,IA29IQS63679,2.8,AO15,IA29IQS63679,NE,away,unpaid
YPY7578031,9/10/2020 02:58,OO06,AT19HLV57173,2.8,OO06,AT19HLV57173,OO,home,unpaid
NDD2888898,9/10/2020 03:32,OO08,EE22TMX10817,2,OO08,EE22TMX10817,OO,home,unpaid
KWR4301987,9/10/2020 04:40,AO14,AY38OQF67603,2.8,AO14,AY38OQF67603,OO,away,unpaid
ZRB6338818,9/10/2020 06:00,MR07,RV87TIY76692,2.5,MR07,RV87TIY76692,KO,away,unpaid
UKH4752516,9/10/2020 06:13,KO03,IX01MVL33676,2.5,KO03,IX01MVL33676,KO,home,unpaid
LGC2654930,9/10/2020 06:47,OO09,JF94VYA88954,2.8,OO09,JF94VYA88954,OO,home,unpaid
PEZ8890333,9/10/2020 08:00,AO03,CR31GMR97972,2.8,AO03,CR31GMR97972,EG,away,unpaid
XPS6939624,9/10/2020 08:29,NE01,PM58XHX45588,1.5,NE01,PM58XHX45588,NE,home,unpaid
NVL5297225,9/10/2020 08:55,AO09,BK77KNV91142,2.8,AO09,BK77KNV91142,OO,away,unpaid
EZG9118275,9/10/2020 10:01,OO01,VJ92OYV94295,2.5,OO01,VJ92OYV94295,OO,home,unpaid
VBB4187061,9/10/2020 10:20,AO19,BZ76ROL87339,1,AO19,BZ76ROL87339,AO,home,unpaid
MRE5317544,9/10/2020 10:38,MR00,HE38BQH01623,2.8,MR00,HE38BQH01623,MR,home,unpaid
DBN2394051,9/10/2020 11:15,AO13,XF28DGK65250,2.8,AO13,XF28DGK65250,GF,away,unpaid
VDK1435778,9/10/2020 12:00,AO09,JE65QJK64802,2.8,AO09,JE65QJK64802,GF,away,unpaid
VBH9804464,9/10/2020 12:25,EG02,QP02SYE47964,2.2,EG02,QP02SYE47964,NE,away,unpaid
NOH4150432,9/10/2020 12:39,OO00,VJ92OYV94295,2.5,OO00,VJ92OYV94295,OO,home,unpaid
CFW0204915,9/10/2020 13:15,AO03,MX39VOS38645,2.8,AO03,MX39VOS38645,AO,home,unpaid
PNY0011593,9/10/2020 15:08,AO00,LG64ARC91224,13,AO00,LG64ARC91224,AO,home,unpaid
SJY8560515,9/10/2020 17:06,AO06,QR03XCJ37459,2.8,AO06,QR03XCJ37459,OO,away,unpaid
CHP5577271,9/10/2020 18:10,KO05,KB55KTM48860,2.5,KO05,KB55KTM48860,KO,home,unpaid
WLI4761003,9/10/2020 18:11,NE16,JV67MTI17124,2.5,NE16,JV67MTI17124,NE,home,unpaid
DAU3694768,9/10/2020 19:45,GF00,MA30QLI76818,2.5,GF00,MA30QLI76818,GF,home,unpaid
TVK7312962,9/10/2020 21:03,OO13,AT19HLV57173,2.8,OO13,AT19HLV57173,OO,home,unpaid
AHE3312657,9/10/2020 21:49,NE14,EM54HQI58682,2.8,NE14,EM54HQI58682,OO,away,unpaid
MXP6012830,9/10/2020 22:35,AO17,BM25PHF40639,13,AO17,BM25PHF40639,AO,home,unpaid
LHH5400114,9/10/2020 22:41,OO13,EG95RTB75032,2,OO13,EG95RTB75032,NE,away,unpaid
UPG2372504,9/10/2020 22:53,MR05,HE38BQH01623,2.8,MR05,HE38BQH01623,MR,home,unpaid
OAY6080649,9/10/2020 23:00,OO09,RK48BOP88344,2.8,OO09,RK48BOP88344,OO,home,unpaid
UUB2973646,9/10/2020 23:56,MR03,SU00RDZ36214,1.5,MR03,SU00RDZ36214,AO,away,unpaid
JNK1539799,10/10/2020 00:17,NE06,YX66XYW62640,2,NE06,YX66XYW62640,GF,away,unpaid
YMG8134480,10/10/2020 00:25,MR08,BI87HYL81972,1,MR08,BI87HYL81972,MR,home,unpaid
UPD6932684,10/10/2020 01:32,EG00,MU06LHX94338,1.5,EG00,MU06LHX94338,EG,home,unpaid
RDA6565203,10/10/2020 01:36,MR06,QO68DIC93032,2.5,MR06,QO68DIC93032,MR,home,unpaid
WBN3715996,10/10/2020 03:07,NE02,EV77EDV52985,1,NE02,EV77EDV52985,NE,home,unpaid
DFD5297868,10/10/2020 03:45,AO04,YL27IFD65117,2,AO04,YL27IFD65117,AO,home,unpaid
YWW4189515,10/10/2020 04:12,NE04,XV91YMP27722,1.5,NE04,XV91YMP27722,MR,away,unpaid
DXO2560472,10/10/2020 04:36,AO13,DP11ENT03275,3.1,AO13,DP11ENT03275,AO,home,unpaid
FOE9083445,10/10/2020 04:44,EG05,XE59BZM26378,2.5,EG05,XE59BZM26378,EG,home,unpaid
OSU2043684,10/10/2020 06:33,OO08,IA29IQS63679,1,OO08,IA29IQS63679,NE,away,unpaid
LLW9029187,10/10/2020 07:27,MR06,BI87HYL81972,1,MR06,BI87HYL81972,MR,home,unpaid
TYV8196727,10/10/2020 07:30,AO17,HT62RDI04611,2.8,AO17,HT62RDI04611,AO,home,unpaid
PGB9698910,10/10/2020 07:56,OO11,LC72NRN52084,3.1,OO11,LC72NRN52084,OO,home,unpaid
RZT4669132,10/10/2020 08:06,GF00,YX66XYW62640,3.1,GF00,YX66XYW62640,GF,home,unpaid
ZRQ4445756,10/10/2020 09:00,OO05,AT19HLV57173,2.8,OO05,AT19HLV57173,OO,home,unpaid
TNR4981716,10/10/2020 10:11,AO19,ZY93PCY41868,2.8,AO19,ZY93PCY41868,KO,away,unpaid
KLT9397556,10/10/2020 11:23,OO02,AT19HLV57173,2.8,OO02,AT19HLV57173,OO,home,unpaid
ENQ2984958,10/10/2020 12:57,AO09,AY38OQF67603,2.8,AO09,AY38OQF67603,OO,away,unpaid
KST6761075,10/10/2020 13:28,MR02,QH15HWX24570,3.1,MR02,QH15HWX24570,MR,home,unpaid
MGL2866794,10/10/2020 13:44,NE01,BI87HYL81972,1.25,NE01,BI87HYL81972,MR,away,unpaid
RVE2557055,10/10/2020 13:56,KO06,RV87TIY76692,2.5,KO06,RV87TIY76692,KO,home,unpaid
YVO9635613,10/10/2020 14:26,GF00,MA30QLI76818,2.5,GF00,MA30QLI76818,GF,home,unpaid
EKM2278509,10/10/2020 14:35,EG09,VX68BAR38623,1,EG09,VX68BAR38623,NE,away,unpaid
XMH3058171,10/10/2020 15:54,AO03,PF04UCA93312,2.8,AO03,PF04UCA93312,GF,away,unpaid
WAM4104521,10/10/2020 16:06,OO00,JF94VYA88954,2.8,OO00,JF94VYA88954,OO,home,unpaid
DVY5123922,10/10/2020 17:00,GF00,QN12NTR81378,2.8,GF00,QN12NTR81378,GF,home,unpaid
APY4943555,10/10/2020 18:48,OO01,IC95TLY24827,2,OO01,IC95TLY24827,OO,home,unpaid
KGT1665499,10/10/2020 20:12,AO07,PE73VJU23485,2.8,AO07,PE73VJU23485,AO,home,unpaid
KID4100999,10/10/2020 21:05,KO09,WG11QVY31890,1.5,KO09,WG11QVY31890,OO,away,unpaid
ZYU5579074,10/10/2020 21:16,MR04,HA82SCK64299,1.5,MR04,HA82SCK64299,MR,home,unpaid
VCW9744585,10/10/2020 23:10,GF00,SL09NOT64494,2.5,GF00,SL09NOT64494,GF,home,unpaid
ICT3772095,11/10/2020 00:02,GF00,SL09NOT64494,2.5,GF00,SL09NOT64494,GF,home,unpaid
GUA0887410,11/10/2020 00:17,NE01,IA29IQS63679,1,NE01,IA29IQS63679,NE,home,unpaid
KLI8452365,11/10/2020 00:41,GF00,IO09FGE68100,2.8,GF00,IO09FGE68100,GF,home,unpaid
EUJ6989603,11/10/2020 00:57,AO09,DV04FQL29609,3.1,AO09,DV04FQL29609,AO,home,unpaid
NWT7580259,11/10/2020 02:12,MR02,EZ65FLV39493,2.8,MR02,EZ65FLV39493,MR,home,unpaid
ALX7572732,11/10/2020 04:13,MR08,HE38BQH01623,2.8,MR08,HE38BQH01623,MR,home,unpaid
QOU5314416,11/10/2020 04:51,NE16,FY47TUN40300,1,NE16,FY47TUN40300,NE,home,unpaid
UHR5660027,11/10/2020 05:15,NE13,NY14GZR94632,2.8,NE13,NY14GZR94632,NE,home,unpaid
OWJ2673139,11/10/2020 05:53,KO05,WY00MLL63827,1,KO05,WY00MLL63827,KO,home,unpaid
QGL1793051,11/10/2020 06:10,KO02,QO77TFN61853,2.2,KO02,QO77TFN61853,KO,home,unpaid
BBJ3232114,11/10/2020 06:22,OO10,EG95RTB75032,1.25,OO10,EG95RTB75032,NE,away,unpaid
XUJ2391127,11/10/2020 07:36,OO00,EE22TMX10817,2,OO00,EE22TMX10817,OO,home,unpaid
LIR6146071,11/10/2020 09:07,KO08,JO50FSF60755,2.2,KO08,JO50FSF60755,KO,home,unpaid
QSG8110229,11/10/2020 09:09,KO01,WY00MLL63827,1,KO01,WY00MLL63827,KO,home,unpaid
DSG9466440,11/10/2020 09:11,AO04,EE22TMX10817,2.8,AO04,EE22TMX10817,OO,away,unpaid
LPA9222868,11/10/2020 09:18,GF00,IO09FGE68100,2.8,GF00,IO09FGE68100,GF,home,unpaid
NSX3771248,11/10/2020 10:03,NE04,EG95RTB75032,2.8,NE04,EG95RTB75032,NE,home,unpaid
ROF5993822,11/10/2020 10:47,MR06,YL27IFD65117,2.8,MR06,YL27IFD65117,AO,away,unpaid
VVM8284962,11/10/2020 11:03,MR01,HR53SRO94328,13,MR01,HR53SRO94328,MR,home,unpaid
LFZ9324780,11/10/2020 11:38,OO03,IA29IQS63679,1,OO03,IA29IQS63679,NE,away,unpaid
CXO6093223,11/10/2020 11:50,OO13,XV40HUQ04740,1,OO13,XV40HUQ04740,OO,home,unpaid
WZS9142218,11/10/2020 13:14,KO06,ZY93PCY41868,1.5,KO06,ZY93PCY41868,KO,home,unpaid
ERZ7058862,11/10/2020 14:48,MR03,KF48RSD79865,2.8,MR03,KF48RSD79865,MR,home,unpaid
KMN5351826,11/10/2020 15:50,AO04,WG11QVY31890,2.8,AO04,WG11QVY31890,OO,away,unpaid
SRV8203348,11/10/2020 17:12,KO02,HW75BKT77773,2.2,KO02,HW75BKT77773,KO,home,unpaid
EPG7048179,11/10/2020 17:33,GF00,PF04UCA93312,3.1,GF00,PF04UCA93312,GF,home,unpaid
RBN1904318,11/10/2020 17:52,OO01,IC95TLY24827,2,OO01,IC95TLY24827,OO,home,unpaid
VQV5171799,11/10/2020 17:55,EG03,EC02LZC49528,2.8,EG03,EC02LZC49528,EG,home,unpaid
WNE6463627,11/10/2020 17:58,OO10,QR03XCJ37459,2.8,OO10,QR03XCJ37459,OO,home,unpaid
KIR4599030,11/10/2020 18:57,MR06,HE38BQH01623,2.8,MR06,HE38BQH01623,MR,home,unpaid
WZG7095251,11/10/2020 19:44,OO13,AT19HLV57173,2.8,OO13,AT19HLV57173,OO,home,unpaid
EVM1283898,11/10/2020 20:00,KO02,ED51EWW52190,2.8,KO02,ED51EWW52190,KO,home,unpaid
KJX8977482,11/10/2020 21:55,NE16,PM58XHX45588,1.5,NE16,PM58XHX45588,NE,home,unpaid
PMO5918835,11/10/2020 22:02,AO16,YL27IFD65117,2,AO16,YL27IFD65117,AO,home,unpaid
LNB8730405,11/10/2020 22:28,AO02,YL27IFD65117,2.8,AO02,YL27IFD65117,AO,home,unpaid
FHG4881545,11/10/2020 23:44,EG10,DW44ZOO26361,2.5,EG10,DW44ZOO26361,EG,home,unpaid
JZE8768583,12/10/2020 00:51,AO12,YL27IFD65117,2,AO12,YL27IFD65117,AO,home,unpaid
WSC1906662,12/10/2020 01:24,GF00,XF28DGK65250,2,GF00,XF28DGK65250,GF,home,unpaid
ONZ4213222,12/10/2020 01:42,OO04,AT19HLV57173,2.8,OO04,AT19HLV57173,OO,home,unpaid
JNQ3431215,12/10/2020 02:16,OO13,AY38OQF67603,2.8,OO13,AY38OQF67603,OO,home,unpaid
VHP3323541,12/10/2020 03:41,MR04,JF94VYA88954,3.1,MR04,JF94VYA88954,OO,away,unpaid
GYG7889277,12/10/2020 05:16,MR02,QN23UHH39091,2.8,MR02,QN23UHH39091,MR,home,unpaid
OAG3050700,12/10/2020 06:26,KO04,KB55KTM48860,2.5,KO04,KB55KTM48860,KO,home,unpaid
WXY0273277,12/10/2020 07:22,NE14,JV67MTI17124,1.5,NE14,JV67MTI17124,NE,home,unpaid
IZA4714328,12/10/2020 08:17,MR05,UA13YTK28483,2.8,MR05,UA13YTK28483,MR,home,unpaid
OUY5011073,12/10/2020 11:30,NE02,IA29IQS63679,1,NE02,IA29IQS63679,NE,home,unpaid
UOU8119243,12/10/2020 11:45,GF00,CK97FAU13897,2.5,GF00,CK97FAU13897,GF,home,unpaid
VJR4033307,12/10/2020 11:59,GF00,UF84JOS00561,2.8,GF00,UF84JOS00561,GF,home,unpaid
NSN2890181,12/10/2020 12:06,AO09,IC95TLY24827,2.8,AO09,IC95TLY24827,OO,away,unpaid
AKW3197346,12/10/2020 12:17,NE05,PD45WOT56494,2,NE05,PD45WOT56494,NE,home,unpaid
IHK3665151,12/10/2020 13:55,KO06,IX01MVL33676,2.5,KO06,IX01MVL33676,KO,home,unpaid
QGS5544572,12/10/2020 14:36,KO05,IZ65WAT29135,1,KO05,IZ65WAT29135,MR,away,unpaid
NLF2141394,12/10/2020 15:21,MR06,KF48RSD79865,2.8,MR06,KF48RSD79865,MR,home,unpaid
WIG3295440,12/10/2020 15:26,GF00,WU78BMX13511,1,GF00,WU78BMX13511,GF,home,unpaid
MQM4763658,12/10/2020 17:40,OO07,QU94IGC75528,1.25,OO07,QU94IGC75528,EG,away,unpaid
KOJ2881095,12/10/2020 17:51,AO18,UA13YTK28483,2.8,AO18,UA13YTK28483,MR,away,unpaid
UVL0784377,12/10/2020 18:33,EG12,IW53OQE31439,2.8,EG12,IW53OQE31439,EG,home,unpaid
GWQ9540298,12/10/2020 18:38,EG10,CR31GMR97972,1.5,EG10,CR31GMR97972,EG,home,unpaid
MFF7536771,12/10/2020 19:23,OO10,IC95TLY24827,2,OO10,IC95TLY24827,OO,home,unpaid
AZH5312306,12/10/2020 20:02,GF00,BY85QGR11636,2.5,GF00,BY85QGR11636,GF,home,unpaid
QQM5781290,12/10/2020 23:57,GF00,WU78BMX13511,1,GF00,WU78BMX13511,GF,home,unpaid
WOG1144353,13/10/2020 00:09,OO04,RK48BOP88344,2.8,OO04,RK48BOP88344,OO,home,unpaid
KPY0826656,13/10/2020 01:27,MR06,UA13YTK28483,2.8,MR06,UA13YTK28483,MR,home,unpaid
IJU0058307,13/10/2020 03:32,AO09,HT62RDI04611,2.8,AO09,HT62RDI04611,AO,home,unpaid
RKG0840231,13/10/2020 03:40,AO16,NO82BAX82566,2.8,AO16,NO82BAX82566,NE,away,unpaid
CFQ9993493,13/10/2020 03:54,NE15,FL13UMN92207,2,NE15,FL13UMN92207,KO,away,unpaid
GIS9033815,13/10/2020 05:14,MR03,UA13YTK28483,2.8,MR03,UA13YTK28483,MR,home,unpaid
RXI4397507,13/10/2020 05:26,MR06,QN23UHH39091,2.8,MR06,QN23UHH39091,MR,home,unpaid
RDE9702594,13/10/2020 05:32,KO07,IX01MVL33676,2.5,KO07,IX01MVL33676,KO,home,unpaid
ZIU6038769,13/10/2020 06:21,AO19,DP11ENT03275,3.1,AO19,DP11ENT03275,AO,home,unpaid
LEH9917398,13/10/2020 06:48,KO02,QO77TFN61853,2.2,KO02,QO77TFN61853,KO,home,unpaid
MLA6481396,13/10/2020 07:48,OO01,QR03XCJ37459,2.8,OO01,QR03XCJ37459,OO,home,unpaid
AOG6728050,13/10/2020 08:12,AO14,LG64ARC91224,13,AO14,LG64ARC91224,AO,home,unpaid
AXC2511338,13/10/2020 08:41,GF00,SL09NOT64494,2.5,GF00,SL09NOT64494,GF,home,unpaid
XSK6637530,13/10/2020 09:04,MR02,CM15YCB60994,2,MR02,CM15YCB60994,EG,away,unpaid
PUZ3302474,13/10/2020 09:23,KO05,YH66OKD41942,2.8,KO05,YH66OKD41942,KO,home,unpaid
SLD7011082,13/10/2020 09:55,AO14,KB55KTM48860,2.8,AO14,KB55KTM48860,KO,away,unpaid
TWW8104389,13/10/2020 10:52,NE12,FY47TUN40300,1,NE12,FY47TUN40300,NE,home,unpaid
MPS2474567,13/10/2020 10:52,NE14,HR53SRO94328,1,NE14,HR53SRO94328,MR,away,unpaid
QLX9429993,13/10/2020 13:09,KO08,RV87TIY76692,2.5,KO08,RV87TIY76692,KO,home,unpaid
WYD2775767,13/10/2020 14:43,EG00,QP02SYE47964,1.5,EG00,QP02SYE47964,NE,away,unpaid
UXL9068774,13/10/2020 15:06,GF00,WU78BMX13511,1,GF00,WU78BMX13511,GF,home,unpaid
QAR4262954,13/10/2020 15:42,AO08,DV04FQL29609,3.1,AO08,DV04FQL29609,AO,home,unpaid
AGI5575860,13/10/2020 17:27,EG00,EC02LZC49528,2.8,EG00,EC02LZC49528,EG,home,unpaid
KGX2831936,13/10/2020 18:15,GF00,KW50MJG67260,2.2,GF00,KW50MJG67260,GF,home,unpaid
NDJ0011602,13/10/2020 18:26,NE08,FY47TUN40300,1,NE08,FY47TUN40300,NE,home,unpaid
LVX2892537,13/10/2020 19:59,KO06,ZY93PCY41868,1.5,KO06,ZY93PCY41868,KO,home,unpaid
RDD8546547,13/10/2020 20:21,AO05,SY96JDQ97089,2.8,AO05,SY96JDQ97089,AO,home,unpaid
OVS0741603,13/10/2020 22:40,MR02,XV91YMP27722,2.5,MR02,XV91YMP27722,MR,home,unpaid
CZS9993993,14/10/2020 00:09,MR01,UA13YTK28483,2.8,MR01,UA13YTK28483,MR,home,unpaid
JBL7661807,14/10/2020 00:44,NE15,IA29IQS63679,1,NE15,IA29IQS63679,NE,home,unpaid
MRB9253225,14/10/2020 01:16,EG05,PM58XHX45588,3.1,EG05,PM58XHX45588,NE,away,unpaid
EMR7407146,14/10/2020 01:34,OO01,QH15HWX24570,1,OO01,QH15HWX24570,MR,away,unpaid
CRY3022094,14/10/2020 01:54,OO03,RK48BOP88344,2.8,OO03,RK48BOP88344,OO,home,unpaid
SCM9691776,14/10/2020 03:57,NE14,VX68BAR38623,1.5,NE14,VX68BAR38623,NE,home,unpaid
UIR2169546,14/10/2020 04:39,GF00,MA30QLI76818,2.5,GF00,MA30QLI76818,GF,home,unpaid
GAH0597811,14/10/2020 05:03,KO06,IX01MVL33676,2.5,KO06,IX01MVL33676,KO,home,unpaid
QIP1487447,14/10/2020 05:14,NE10,NY14GZR94632,2.8,NE10,NY14GZR94632,NE,home,unpaid
ESP0531750,14/10/2020 06:17,EG06,IW53OQE31439,2.8,EG06,IW53OQE31439,EG,home,unpaid
KIF0046366,14/10/2020 06:42,KO04,DW44ZOO26361,1.25,KO04,DW44ZOO26361,EG,away,unpaid
RUY4357140,14/10/2020 08:12,NE14,NO82BAX82566,3.1,NE14,NO82BAX82566,NE,home,unpaid
ZSH3277960,14/10/2020 09:05,NE07,VX68BAR38623,1.5,NE07,VX68BAR38623,NE,home,unpaid
RBO9861461,14/10/2020 09:09,EG04,TE24LCO18661,1.25,EG04,TE24LCO18661,EG,home,unpaid
NYN8970514,14/10/2020 09:45,GF00,BY85QGR11636,2.5,GF00,BY85QGR11636,GF,home,unpaid
GPM5174103,14/10/2020 12:00,NE03,EZ65FLV39493,1.5,NE03,EZ65FLV39493,MR,away,unpaid
VOG2584480,14/10/2020 12:37,NE01,VX68BAR38623,1.5,NE01,VX68BAR38623,NE,home,unpaid
JCF7316240,14/10/2020 14:20,MR04,UA13YTK28483,2.8,MR04,UA13YTK28483,MR,home,unpaid
WRM4138008,14/10/2020 14:37,KO07,WY00MLL63827,1,KO07,WY00MLL63827,KO,home,unpaid
GEY3494563,14/10/2020 14:37,KO01,BM25PHF40639,3.1,KO01,BM25PHF40639,AO,away,unpaid
YVE6420557,14/10/2020 15:23,GF00,CK97FAU13897,2.5,GF00,CK97FAU13897,GF,home,unpaid
WCZ7460477,14/10/2020 15:23,OO00,XV40HUQ04740,1,OO00,XV40HUQ04740,OO,home,unpaid
ZRG3894279,14/10/2020 15:46,MR04,QO68DIC93032,2.5,MR04,QO68DIC93032,MR,home,unpaid
YME3244076,14/10/2020 16:07,NE10,NZ35XLQ89678,1.5,NE10,NZ35XLQ89678,NE,home,unpaid
UTA7305156,14/10/2020 17:37,GF00,YX66XYW62640,3.1,GF00,YX66XYW62640,GF,home,unpaid
AHO3806044,14/10/2020 18:21,AO05,DP11ENT03275,3.1,AO05,DP11ENT03275,AO,home,unpaid
BVR6262199,14/10/2020 18:37,GF00,PF04UCA93312,3.1,GF00,PF04UCA93312,GF,home,unpaid
WVY8120102,14/10/2020 19:30,AO16,MQ65WJJ60020,2.8,AO16,MQ65WJJ60020,KO,away,unpaid
FCM3616782,14/10/2020 21:05,NE00,EV77EDV52985,1,NE00,EV77EDV52985,NE,home,unpaid
JDU1705337,14/10/2020 21:18,AO05,HT62RDI04611,2.8,AO05,HT62RDI04611,AO,home,unpaid
CHB2523480,15/10/2020 00:25,OO03,LM86GYO69819,1.5,OO03,LM86GYO69819,GF,away,unpaid
VLL7311070,15/10/2020 00:59,OO01,IC95TLY24827,2,OO01,IC95TLY24827,OO,home,unpaid
WGC0661031,15/10/2020 01:02,EG07,EC02LZC49528,2.8,EG07,EC02LZC49528,EG,home,unpaid
